Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NTRK2,4.550310386,1.458508341,1.530758224,0.952801245,0.340690784,0.990364873
NTS,16.75439589,0.669849999,0.736533148,0.909463479,0.363105527,0.990364873
NTSR1,12.50449297,-0.505111111,2.035075378,-0.248202655,0.803977612,0.996317104
NUAK1,11.30293715,0.313899539,1.202469074,0.261045831,0.794057164,0.996317104
NUAK2,43.65629836,0.617033056,0.691977032,0.891695863,0.372555972,0.990364873
NUB1,158.8901657,0.872442924,0.279420334,3.122331543,0.001794248,0.165933528
NUBP1,57.97420435,-1.030406807,0.504875962,-2.040910807,0.041259693,0.723856215
NUBP2,308.721594,0.080419157,0.492414555,0.163315963,0.870269666,0.996317104
NUBPL,31.48352673,-0.374187046,0.87250727,-0.428864101,0.668022127,0.990364873
NUCB1,247.3682888,0.167643623,0.34546876,0.485264206,0.627488943,0.990364873
NUCB2,149.0125701,-0.21958333,0.439549855,-0.499564105,0.617382038,0.990364873
NUCKS1,1283.798763,-0.112944797,0.260930198,-0.432854448,0.665120514,0.990364873
NUDC,773.4216366,0.227072041,0.361685561,0.627816164,0.530124376,0.990364873
NUDCD1,62.4914268,0.120301475,0.455585795,0.264058881,0.791734548,0.996317104
NUDCD2,50.37133616,-0.325729299,0.561978891,-0.579611271,0.562176791,0.990364873
NUDCD3,155.0249193,-0.352449516,0.434156816,-0.811802334,0.416905063,0.990364873
NUDT1,69.99025728,1.228044852,0.595241143,2.063104789,0.039102673,0.707224455
NUDT11,0.125365335,0.655364478,6.109599319,0.107267996,0.914576373,0.996317104
NUDT12,104.038736,-0.043424905,0.374455238,-0.115968215,0.907677733,0.996317104
NUDT13,8.980017566,-0.127491001,1.378504908,-0.092484982,0.926312723,0.996317104
NUDT14,46.69624295,0.393098384,0.486231689,0.808458997,0.418826401,0.990364873
NUDT15,141.7264867,0.072310688,0.342817928,0.210930298,0.832941661,0.996317104
NUDT16,101.5519833,0.522548748,0.394214026,1.325545804,0.184990188,0.990364873
NUDT16L1,110.0398287,0.182563494,0.569678789,0.320467424,0.748614021,0.992532051
NUDT16P1,18.90378943,-0.690187959,1.031590676,-0.669052149,0.503462212,0.990364873
NUDT17,1.333552395,-1.755804519,3.814198325,-0.460333829,0.645276623,0.990364873
NUDT18,4.849820892,0.932335461,1.318828146,0.706942345,0.479602308,0.990364873
NUDT19,141.7588695,-0.040512802,0.368239055,-0.110017667,0.912395364,0.996317104
NUDT2,42.65907175,-0.307611693,0.581816026,-0.528709557,0.597006946,0.990364873
NUDT21,270.0695349,0.219446279,0.304474083,0.72073878,0.471070248,0.990364873
NUDT22,104.8931906,0.712323285,0.521620538,1.3655967,0.172065583,0.990364873
NUDT3,0.132630648,2.022062547,6.120206177,0.330391246,0.741104355,0.990364873
NUDT4,111.5227703,0.534894891,0.52558473,1.017713911,0.308813934,0.990364873
NUDT5,205.8470485,-0.225942231,0.29198573,-0.773812579,0.439041633,0.990364873
NUDT6,3.018411052,-1.958557902,2.367719633,-0.827191647,0.408128446,0.990364873
NUDT7,25.90208699,0.382856749,0.725390933,0.527793678,0.597642545,0.990364873
NUDT8,99.80340609,0.346140997,0.515427093,0.67156151,0.501862888,0.990364873
NUDT9,84.17526064,0.068598409,0.420749441,0.163038622,0.870488026,0.996317104
NUDT9P1,1.057901639,6.261137202,5.979296143,1.04713616,0.295036784,0.990364873
NUF2,30.13803774,-1.453007243,1.285132426,-1.130628419,0.258211521,0.990364873
NUFIP1,52.88876531,-0.520590084,0.712861681,-0.730282041,0.465217803,0.990364873
NUFIP2,365.5836187,-0.114896767,0.385213683,-0.298267617,0.765498918,0.99576093
NUGGC,1.52119709,2.763464274,3.149898542,0.877318503,0.380313665,0.990364873
NUMA1,22.69144113,-0.638725059,0.766631847,-0.833157482,0.404755918,0.990364873
NUMB,429.5038438,-0.845316214,0.333416657,-2.535314889,0.011234629,0.424427589
NUMBL,8.499084102,0.55526171,1.498299544,0.370594593,0.71093951,0.990364873
NUP107,37.15911342,-0.262308944,0.646350535,-0.405830783,0.684866939,0.990364873
NUP133,67.15046414,0.150125257,0.441211096,0.340257211,0.733662837,0.990364873
NUP153,72.4565629,-0.999711019,0.472673372,-2.115014465,0.034428714,0.673471382
NUP155,26.53468409,-0.397069029,0.825049351,-0.481267003,0.630326745,0.990364873
NUP160,49.51073805,-0.495649347,0.617433493,-0.802757468,0.42211493,0.990364873
NUP188,92.2188213,-1.265678486,0.559284899,-2.263029966,0.023633842,0.584590263
NUP205,99.72890787,-0.519599146,0.405853861,-1.280261682,0.200453119,0.990364873
NUP210,23.57944863,-0.952638942,0.919726973,-1.035784499,0.300302691,0.990364873
NUP210L,0.295051815,-2.377196566,5.970697085,-0.39814389,0.690524123,0.990364873
NUP214,40.10427615,0.072503434,0.565097896,0.128302432,0.89790964,0.996317104
NUP35,40.22874516,-0.966437804,0.68203446,-1.416992632,0.156485082,0.990364873
NUP37,97.53132153,-0.306956337,0.593454773,-0.517236277,0.604991231,0.990364873
NUP43,93.90135998,-0.999914508,0.552379959,-1.810193314,0.070265814,0.838737585
NUP50,234.1134666,0.400684476,0.328878023,1.218337646,0.22309569,0.990364873
NUP50-AS1,13.45708656,-0.549950806,1.041679323,-0.527946359,0.597536567,0.990364873
NUP54,63.87433174,0.783692316,0.505187634,1.551289587,0.120832301,0.953080302
NUP58,76.25164786,-0.467522153,0.555029707,-0.84233717,0.399599251,0.990364873
NUP62,182.0217065,-0.222145446,0.498782407,-0.445375464,0.65604844,0.990364873
NUP62CL,44.0019153,-1.364075417,0.705058788,-1.93469742,0.053027437,0.771100992
NUP85,63.71332468,0.041363679,0.626196514,0.066055429,0.947333696,0.996317104
NUP88,92.44449238,-0.277491111,0.402209277,-0.68991723,0.49024624,0.990364873
NUP93,61.2777974,0.167716887,0.549509059,0.305212232,0.760204517,0.995001774
NUP98,93.70938805,0.248384904,0.365763702,0.679085713,0.497083555,0.990364873
NUPL2,79.85897218,0.000981837,0.452230665,0.002171097,0.998267717,0.999044147
NUPR1,3.403330662,3.969825232,2.203568647,1.801543709,0.071617225,0.842897635
NUPR2,0.283025842,2.022030669,6.120206177,0.330386038,0.74110829,0.990364873
NUS1,430.1497345,0.05884097,0.27471308,0.214190637,0.830398397,0.996317104
NUSAP1,131.9962996,-0.438202972,0.407750515,-1.074684042,0.282516211,0.990364873
NUTF2,365.3748991,0.293565006,0.407593558,0.720239563,0.471377509,0.990364873
NUTM2A-AS1,4.770402359,-3.446506777,1.931377753,-1.784480935,0.07434555,0.852221473
NUTM2B-AS1,75.19899089,-0.104180196,0.436372842,-0.238741246,0.811306232,0.996317104
NUTM2D,0.063956028,2.022107397,6.120206177,0.330398574,0.741098819,0.990364873
NUTM2G,0.10858945,3.254148658,6.082330231,0.535016767,0.592638263,0.990364873
NVL,39.10712083,0.70930724,0.614020542,1.155184869,0.24801473,0.990364873
NWD1,0.849303163,2.229989039,4.503890398,0.495125068,0.62051184,0.990364873
NWD2,0.43150991,-0.751239281,6.018019181,-0.124831653,0.900656828,0.996317104
NXF1,204.5945054,0.252996317,0.402903171,0.627933299,0.530047636,0.990364873
NXF3,1.934105222,-0.47109759,3.168439362,-0.148684427,0.88180265,0.996317104
NXN,43.22215086,0.248243555,0.738758427,0.336028052,0.736849713,0.990364873
NXNL2,2.978995027,-0.592099229,1.660981153,-0.356475585,0.721484433,0.990364873
NXPE1,0.477288564,2.022924775,5.988482821,0.337802551,0.735511987,0.990364873
NXPE2,0.134886112,-0.75119177,6.018021475,-0.124823711,0.900663116,0.996317104
NXPE3,5.116476613,-0.063229039,1.738603828,-0.03636771,0.970989161,0.996317104
NXPE4,0.310512308,2.022092305,6.120206177,0.330396109,0.741100681,0.990364873
NXPH3,0.281131489,2.022094883,6.120206177,0.33039653,0.741100363,0.990364873
NXPH4,1.809390536,2.022135575,3.73558521,0.541316945,0.588289143,0.990364873
NXT1,67.72083438,-0.47141586,0.492348317,-0.957484454,0.33832279,0.990364873
NXT2,29.79438904,-0.567045649,0.704155784,-0.805284373,0.420655597,0.990364873
NYAP1,0.517520513,2.022078482,6.120206177,0.33039385,0.741102388,0.990364873
NYNRIN,87.96713808,-1.616783826,0.417892382,-3.868899978,0.000109327,0.028517759
OAF,182.1163011,0.455630834,0.394993834,1.153513788,0.248699561,0.990364873
OARD1,127.493651,0.339695733,0.386240325,0.879493182,0.379133928,0.990364873
OAS1,408.1454175,0.400788989,0.249248164,1.607991744,0.107836987,0.932221659
OAS2,31.9278263,2.358883025,0.854806712,2.75955136,0.005788079,0.310773635
OAS3,321.7402258,0.520822431,0.412166492,1.263621476,0.206365922,0.990364873
OASL,29.86646426,2.876696406,0.75432565,3.813600142,0.000136957,0.032462411
OAT,700.6327766,0.422078472,0.242637832,1.739541058,0.081939637,0.879654718
OAZ1,1591.794377,-0.060250125,0.188663812,-0.319351786,0.749459768,0.992741531
OAZ2,33.68107935,0.846325829,0.706328899,1.1982036,0.230837764,0.990364873
OAZ3,6.514231186,0.894650787,1.372894286,0.651653078,0.514624998,0.990364873
OBFC1,69.54516233,-1.137797119,0.472520928,-2.40792958,0.016043275,0.492191209
OBSCN,5.416449042,0.014964611,1.329582819,0.011255118,0.991019905,0.996712082
OBSL1,37.29033614,0.152324331,0.670768155,0.227089389,0.820354235,0.996317104
OCEL1,61.36746257,1.27171006,0.414165179,3.070538334,0.002136733,0.182765744
OCIAD1,770.1020683,0.208328114,0.267171899,0.779753088,0.435536224,0.990364873
OCIAD2,1037.107522,-0.068991012,0.27343138,-0.252315635,0.800797104,0.996317104
OCLN,972.3126,-0.046516981,0.28161829,-0.165177415,0.868804341,0.996317104
OCRL,81.90783082,0.185673124,0.42299164,0.43895223,0.66069615,0.990364873
ODAM,0.566727446,2.021964327,5.886905707,0.343468102,0.731246334,0.990364873
ODC1,311.3374966,0.610151406,0.3360145,1.815848443,0.069393624,0.837214752
ODF2,133.0252058,-0.160155562,0.452411261,-0.354004367,0.723335611,0.990364873
ODF2L,42.20032914,0.544252463,0.54677007,0.995395491,0.319543951,0.990364873
ODF3B,5.018833431,0.296448117,1.643371492,0.180390203,0.856846245,0.996317104
ODF3L1,0.769210362,1.445184152,5.751805271,0.251257489,0.80161504,0.996317104
OFD1,66.26796147,0.597800796,0.639358943,0.935000289,0.34978815,0.990364873
OGDH,191.686814,0.898777762,0.414675065,2.167426589,0.030202342,0.637105469
OGDHL,4.13973789,-2.79019383,2.18495643,-1.277002045,0.201601525,0.990364873
OGFOD1,192.0095861,0.3996197,0.398666354,1.00239134,0.316154623,0.990364873
OGFOD2,13.21428435,1.060310808,1.134934363,0.934248572,0.350175686,0.990364873
OGFOD3,66.45502328,-0.017194948,0.477129957,-0.03603829,0.971251828,0.996317104
OGFR,14.1637724,0.937894027,0.782470645,1.198631582,0.230671232,0.990364873
OGFRL1,13.51392163,2.215326033,0.925917362,2.392574245,0.016730643,0.501473874
OGG1,46.84532331,0.656564065,0.576877108,1.138135065,0.255064088,0.990364873
OGN,0.118800897,2.022099516,6.120206177,0.330397287,0.741099791,0.990364873
OGT,388.6396734,0.37153724,0.340244506,1.091971315,0.27484571,0.990364873
OIP5,35.66158774,-1.745056696,0.916952049,-1.903105728,0.057026751,0.784175522
OIP5-AS1,35.1621276,-0.039154096,0.63158592,-0.061993301,0.950568167,0.996317104
OIT3,0.505394907,-3.155713262,5.961181473,-0.529377151,0.596543846,0.990364873
OLA1,1195.515234,0.076783709,0.301304593,0.254837498,0.798848612,0.996317104
OLFM1,0.267858614,2.022049016,6.120206177,0.330389036,0.741106025,0.990364873
OLFM2,36.07305402,-1.518114695,0.832219263,-1.824176346,0.068125416,0.837214752
OLFM4,5127.047653,0.016144405,0.239251662,0.06747876,0.946200571,0.996317104
OLFML2A,1.662108283,2.022135402,3.931483723,0.514344086,0.607011444,0.990364873
OLFML2B,0.155813537,3.254134831,6.082330234,0.535014494,0.592639835,0.990364873
OLFML3,1.475293493,2.022034607,5.860539203,0.345025353,0.730075311,0.990364873
OLMALINC,255.5037543,-1.520478149,0.350092156,-4.343079739,1.40E-05,0.006236139
OLR1,0.207008205,2.022103285,6.120206177,0.330397903,0.741099326,0.990364873
OMA1,70.49289898,0.197769914,0.420044775,0.470830554,0.637761743,0.990364873
ONECUT2,114.9443417,0.429965263,0.436592972,0.984819479,0.324712751,0.990364873
OPA1,211.1419019,0.628290744,0.329978663,1.904034455,0.056905697,0.784175522
OPA3,47.04361987,0.359823355,0.568701721,0.632710158,0.526922935,0.990364873
OPHN1,4.795814139,-0.094897317,1.896062398,-0.05004968,0.960082799,0.996317104
OPLAH,25.24440298,0.489475788,0.712934972,0.686564423,0.492357254,0.990364873
OPN3,1.048904217,-1.194165933,3.071518674,-0.388786805,0.697433862,0.990364873
OPRM1,1.227107506,1.075575161,3.395058931,0.316806036,0.751390784,0.993742573
OPTN,232.1422456,-0.10983208,0.269465284,-0.40759269,0.683572732,0.990364873
OR12D3,0.200622836,2.022084938,6.120206177,0.330394905,0.741101591,0.990364873
OR2A2,1.261236204,6.478072191,5.97493479,1.084208016,0.278272579,0.990364873
OR2A4,13.34607301,-2.708013015,1.223076234,-2.214099939,0.026821905,0.613817035
OR2B6,0.313225641,2.022040709,6.120206177,0.330387678,0.741107051,0.990364873
OR2D2,0.377822014,4.807253232,6.032577499,0.796882134,0.425519488,0.990364873
OR2D3,0.160207892,2.022082865,6.120206177,0.330394566,0.741101847,0.990364873
OR4F13P,1.336089984,1.542159879,4.056712391,0.380150164,0.703833951,0.990364873
OR4K2,0.226693208,4.217179855,6.057103319,0.696237068,0.486280377,0.990364873
OR51E1,0.723186346,-2.443637053,5.969671034,-0.409341995,0.682288701,0.990364873
OR51V1,1.966577949,2.022058946,5.953404278,0.339647511,0.734121994,0.990364873
OR5AK4P,0.226693208,4.217179855,6.057103319,0.696237068,0.486280377,0.990364873
OR5V1,0.28087197,2.02207589,6.120206177,0.330393427,0.741102708,0.990364873
OR6C75,0.906772833,6.041845742,5.984407824,1.009597928,0.312687963,0.990364873
OR6W1P,0.099075142,2.022093532,6.120206177,0.330396309,0.74110053,0.990364873
OR7D2,3.276383792,0.50133624,1.823515042,0.274928492,0.783371177,0.996317104
OR7E12P,0.198608148,2.022028848,6.120206177,0.33038574,0.741108515,0.990364873
OR7E14P,162.9530796,0.096681676,0.437445866,0.221014036,0.825081504,0.996317104
OR7E156P,1.068291897,1.893938209,3.625462538,0.522399057,0.601392513,0.990364873
OR7E2P,0.061800139,2.022100576,6.120206178,0.33039746,0.741099661,0.990364873
OR7E37P,52.54381855,-0.382602527,0.631595718,-0.605771249,0.544666664,0.990364873
OR7E47P,2.238487443,3.999873412,2.309245595,1.732112609,0.083253515,0.88303018
OR7E5P,0.907350495,2.022022331,6.120206177,0.330384675,0.741109319,0.990364873
OR7E91P,23.28549223,0.182823792,0.926384087,0.197352042,0.843552056,0.996317104
OR8G2,0.226693208,4.217179855,6.057103319,0.696237068,0.486280377,0.990364873
OR8J1,0.059644251,2.022115069,6.120206177,0.330399828,0.741097871,0.990364873
ORAI1,91.68129957,0.547942271,0.459468278,1.192557349,0.233042778,0.990364873
ORAI2,8.547902218,-0.438534968,1.347866519,-0.325354894,0.744912489,0.991334009
ORAI3,49.64076824,0.125262745,0.790348548,0.15849051,0.874070298,0.996317104
ORAOV1,18.64089478,-0.504760018,0.938314594,-0.537943267,0.590616216,0.990364873
ORC1,10.59134876,-0.552574111,1.454439741,-0.379922313,0.704003083,0.990364873
ORC2,75.18875876,-0.663546181,0.534638235,-1.241112471,0.214564203,0.990364873
ORC3,89.75743281,-0.623259689,0.480065478,-1.298280583,0.194190936,0.990364873
ORC4,98.79395436,0.387758404,0.388388389,0.99837795,0.318096122,0.990364873
ORC5,320.1876408,0.650325831,0.301718275,2.155407495,0.03112996,0.646054269
ORC6,31.60983374,-0.901668693,0.740830067,-1.217105964,0.223563902,0.990364873
ORM2,0.338552862,-1.163236879,6.000683974,-0.193850715,0.846292775,0.996317104
ORMDL1,98.62031899,0.358887918,0.362397263,0.990316303,0.32201954,0.990364873
ORMDL2,152.0785327,0.290966329,0.31876164,0.912802209,0.361346576,0.990364873
ORMDL3,257.3944285,-0.025458302,0.268322951,-0.094879332,0.924410673,0.996317104
OS9,653.6717596,-0.143043317,0.282073143,-0.507114273,0.612074641,0.990364873
OSBP,142.4168056,-0.256931204,0.302144083,-0.850359872,0.395125039,0.990364873
OSBP2,9.887514653,0.209454231,1.302148199,0.160852836,0.87220931,0.996317104
OSBPL10,263.9552358,-0.500538393,0.389497588,-1.285087273,0.198761789,0.990364873
OSBPL11,60.87657597,-0.347623847,0.64269054,-0.540888383,0.588584519,0.990364873
OSBPL1A,145.3080295,-0.201930296,0.323891535,-0.623450366,0.532988609,0.990364873
OSBPL2,93.52775323,-0.606295869,0.491376224,-1.233873027,0.217250222,0.990364873
OSBPL3,173.8376368,-0.44207653,0.29696547,-1.488646239,0.136580549,0.972474541
OSBPL5,96.97757873,2.25258053,0.752504897,2.993443018,0.00275849,0.208787569
OSBPL6,2.098915417,1.181066563,2.432973718,0.485441562,0.627363156,0.990364873
OSBPL7,77.35833796,0.981101666,0.720234945,1.362196702,0.173135816,0.990364873
OSBPL8,130.4683651,-0.598718161,0.425932457,-1.405664565,0.159823754,0.990364873
OSBPL9,149.3754905,-0.022827855,0.341470526,-0.066851612,0.946699835,0.996317104
OSCAR,0.211784306,-0.67325715,6.021886381,-0.111801703,0.910980638,0.996317104
OSCP1,15.94982677,0.362899931,1.07938355,0.336210359,0.736712242,0.990364873
OSER1,81.23900278,0.041552658,0.445123567,0.093350837,0.925624846,0.996317104
OSER1-AS1,3.927298608,-0.805569371,1.886424445,-0.427035058,0.669353793,0.990364873
OSGEP,29.92398404,1.219940603,0.686083176,1.778123478,0.075383577,0.855316318
OSGEPL1,17.71470152,-0.222690994,1.159969954,-0.191979968,0.847757897,0.996317104
OSGEPL1-AS1,0.416751157,-0.7512739,6.01801751,-0.12483744,0.900652246,0.996317104
OSGIN1,19.78706848,1.180473581,0.765365235,1.542366347,0.122984595,0.953914264
OSGIN2,59.51856142,-0.120561937,0.530682856,-0.227182648,0.82028172,0.996317104
OSMR,1.050311176,1.342083133,3.07323117,0.436701002,0.662328202,0.990364873
OSR1,2.314891307,1.882152436,2.620906503,0.718130324,0.472676934,0.990364873
OSR2,76.3370053,1.097508975,0.512680498,2.140726982,0.032296061,0.656372759
OST4,1701.991838,-0.252609494,0.285964513,-0.883359587,0.377042019,0.990364873
OSTC,443.4729579,0.010082199,0.282527509,0.035685725,0.971532953,0.996317104
OSTCP1,0.914793354,-2.694630839,3.537818288,-0.761664568,0.446260227,0.990364873
OSTF1,81.36910215,0.785865152,0.402702274,1.951479302,0.051000056,0.765907424
OSTM1,45.74778771,0.019392874,0.654191706,0.029644024,0.976350955,0.996317104
OSTN-AS1,0.675395547,-1.746605091,5.413854283,-0.322617677,0.746984805,0.991814182
OTC,5.26864322,0.637345102,1.58559078,0.401960651,0.687712986,0.990364873
OTOGL,0.095934042,2.022096503,6.120206177,0.330396795,0.741100163,0.990364873
OTOP2,0.263066388,2.022077974,6.120206177,0.330393767,0.741102451,0.990364873
OTOP3,8.010205983,-1.029404669,1.195018754,-0.861412982,0.389010629,0.990364873
OTUB1,1183.867471,0.230884427,0.212559548,1.086210566,0.277385844,0.990364873
OTUB2,47.41081888,-0.91959205,0.70622851,-1.302116861,0.19287644,0.990364873
OTUD1,27.97399964,0.552691756,0.616830226,0.89601925,0.370242482,0.990364873
OTUD3,92.31692586,-0.451217903,0.587154829,-0.768481976,0.442200895,0.990364873
OTUD4,57.83920587,0.274802996,0.57812198,0.475337395,0.634546509,0.990364873
OTUD5,108.4438729,0.330020213,0.427437801,0.772089442,0.440061455,0.990364873
OTUD6A,0.126735544,2.022096612,6.120206178,0.330396812,0.74110015,0.990364873
OTUD6B,23.08092181,-0.412736654,0.778617887,-0.530088841,0.596050335,0.990364873
OTUD6B-AS1,100.1280174,0.393886398,0.486711505,0.80928105,0.418353504,0.990364873
OTUD7A,0.276519475,3.254056828,6.082330231,0.53500167,0.592648703,0.990364873
OTUD7B,115.8333244,0.575497222,0.419777759,1.370956917,0.170388387,0.990364873
OTULIN,52.57847842,-0.066823081,0.583668872,-0.114487998,0.90885096,0.996317104
OTX1,11.73981283,0.442110325,1.734802765,0.254847603,0.798840807,0.996317104
OTX2-AS1,1.437314915,1.916482899,2.92964764,0.654168397,0.51300332,0.990364873
OVCA2,0.540180299,0.374185576,5.315177292,0.070399453,0.943875726,0.996317104
